Q1,走行中、車の左前方に子供がいたが、路側帯の内だったので、そのままの速度で通行した。,×
Q2,雨の路面を走るときや、タイヤがすり減っているときは、路面とタイヤの摩擦が大きく、停止距離も短かくなる。,×
Q3,夜間、横断歩道に近づいたとき、ライトの光で歩行者が見えないときは、横断する人がいないことが明らかであるから、車はそのまま進行してよい。,×
Q4,近くに交差点のない道路で緊急自動車近づいてきて道を譲る場合、道路の左側に寄れば必ずしも一時停止する必要はない。 ,○
Q5,二輪車でカーブを回るときは、その手前の直線部分であらかじめ十分速度を落とす。,○
Q6,高速道路の加速車線から本線車線に入ろうとしたが、本線車道の交通量が混雑して入れなかったので、路側帯に入りゆっくりと進行しながら本線車道を通行している車のすき間を確認して合流した。,×
Q7,自動車に荷物を積んだとき、方向指示器が見えなくても、手による合図が他の車から見て確認できれば運転してよい。,×
Q8,夜間、前車の後部灯火の赤ランプが急に明るくなったときは、前車がブレーキをかけたと考えてよい。,○
Q9,後退するときの手の合図は、腕を車の外に出して斜めにのばし、手のひらをうしろに向けてその腕を左右に動かす。,×
Q10,スーパーマーケットの駐車場に入るとき、誘導員の合図があったので、徐行して歩道を横切った。,×
Q11,この標識は「指定方向外進行禁止」をあらわしている。,○
Q12,この標識は「進行方向別通行区分」をあらわしている。,×
Q13,この標識があるところでパーキングメーターがあるときは、パーキングメーターを作動させ、1時間以内であれば駐車してよい。,○
Q14,この標識は、この先に横断歩道があることを示している。,×
Q15,この標識は、自動車と原動機付自転車が通行できないことをあらわしている。,○
Q16,この標識は、優先道路を意味する。,○
Q17,この標識がある場所では、横風のためハンドルをとられやすいので注意しなければならない。,×
Q18,この標識があるところで、車は転回してもよい。,○
Q19,この標示は「停止禁止部分」を意味する。,×
Q20,この標識がある通行帯では、指定されている車のほかは通行できない。,×
Q21,黄色の線で区画された車両通行帯で、進路変更ができる場合は、横断するときだけである。,×
Q22,踏切で、車が故障したときに発煙筒などをすぐに使用するのではなく、列車が見えてから使用するとよい。,×
Q23,交差点を直進しようとして図のように矢印の方向から進行中、Aの地点で前方の信号が青色から黄色に変わったときは、急停止しなければならない。,×
Q24,道路に平行して駐車している車の右側に停車はできるが、駐車はできない。,×
Q25,エンジンのかかっている、いないにかかわらず、原動機付自転車や自動二輪車(側車付を除く)を押して歩くときは、歩行者として扱われる。,×
Q26,交差点で右折しようとするときは、交差点の中心のすぐ外側を徐行してまわる。,×
Q27,同一方向に三つの車両通行帯のある道路では、普通乗用車は最も右寄りの通行帯を通行しなければならない。,×
Q28,路線バス等専用通行帯のある道路では、車(小型特殊自動車、原動機付自転車、軽車両を除く)は左折する場合などのほかは、その車両通行帯を通行してはならない。,○
Q29,進路変更するために加速する必要があるときは、定められた速度をこえて運転をしても問題ない。,×
Q30,夜間は対向車のライトで道路の歩行者や標識が見えなくなることがあるので、速度を落とした方が良い。,○
Q31,転回する場合は、転回をしようとする30メートル手前の地点で合図しなければならない。,○
Q32,軌道敷内は原則として通行できないが、右折や横断等のときに横切ることはしてもよい。,○
Q33,オートマチック車のエンジン始動直後やエアコン作動時は、エンジンの回転数が低くなるので、アクセルをふんでかける。,×
Q34,雨降りのときや夜間は視界が悪いので、前車が見えるようにできるだけ接近して運転する。,×
Q35,バス、路面電車の停留所から10メートル以内では、いつでも駐・停車が禁止されている。,×
Q36,進路変更の禁止の道路標示があっても、交通量が少ないときは、進路を変更してもよい。,×
Q37,原動機付自転車や自動二輪車のブレーキは、前後輪を同時にかけるのは危険である。,×
Q38,ブレーキ液の中に空気がはいると、ペダルを踏んだときにスポンジを踏んだような感じがして、ブレーキの効きが悪い。,○
Q39,道路の片側に障害物があるところで対向車と行きちがうときは、障害物のある側の車が常に優先する。,×
Q40,夜間は、昼間より交通量も少ないので、速度を出して走行した方がよい。,×
Q41,横断歩道や自転車横断帯とその手前から20メートル以上離れた場所では、追い越しや、追い抜きをしてもよい。,×
Q42,盲導犬を連れて歩いている人がいたので、注意をうながすため警音器を鳴らし、徐行して通行した。,×
Q43,発進するとき合図さえあれば、たとえすぐ後方から車が近づいてきても、進路をゆずってくれるので発進してよい。,×
Q44,車両通行帯のある道路で、指定された区分に従って通行しているときに緊急自動車が近づいても、そのまま進行してよい。,×
Q45,正面の信号が黄色の点滅をしているときは、停止位置で一時停止したうえ他の交通に注意しながら進行しなければならない。,×
Q46,上り坂の頂上付近で、前の自動車の速度が遅いときは、追い越してもよい。,×
Q47,踏切内を通行するときは、歩行者や対向車に注意しながらできるだけ左側に寄って通行する。,×
Q48,後車に追い越されるときは、追い越しが終わるまで速度をあげてはならない。,○
Q49,停車している通学通園バスに追いついたが、安全だったので30キロメートル毎時に速度を落として通行した。,×
Q50,かぜ薬や頭痛薬を服用したときは、集中力がなくなり、ねむくなったりするので運転しないようにする。,○
Q51,エンジンが過熱したときは、すぐにエンジンスイッチを切り、ラジエータキャップを外すとよい。,×
Q52,原動機付自転車の積み荷は、荷台の幅や長さをこえて積んではならない。,×
Q53,霧の日は早めに前照灯をつけるが、下向きにすると路面から反射するので上向きがよい。,×
Q54,高速道路を通行するとき、ファンベルトの張りは、一般道路を走行するときよりも強めに張る。,×
Q55,他の車を追い越すときに、交通量が少ないときは前車の左側を追い越してよい。,×
Q56,二輪車を運転するときは、体の露出を多くしてなるべく目立ちやすい服装にする。,×
Q57,内輪差とは、ハンドルのあそびをいう。,×
Q58,交通整理の行なわれていない交差点で、交差する道路の幅が同じときは、右方から交差点にはいる車が優先する。,×
Q59,一方通行の道路では、道路の中央から右の部分にはいって通行することができる。,○
Q60,高速道路で加速車線から本線車線に入ろうとする場合は、本線車線を走行している前方の車より後方からの車に注意しなければならない。,○
Q61,本線車道を走行中は、右側の白線を踏むように、通行帯の右寄りを通行する。,×
Q62,本線車道で故障したときは、車を路側帯の左側に沿うように止め、非常点滅表示灯をつけたり、トランクやボンネットをあげて駐車位置をはっきりと示せばよい。,×
Q63,仮免許で講習するときに、同乗する指導者は、その自動車を運転できる免許をうけていた期間が3年以上かまたは、二種免許を受けている者であればよい。,○
Q64,初心者マークをつけた車を追い越そうとしたとき、対向車がはみ出してきたので衝突をさけるためやむを得ず割り込んだ。,○
Q65,速度が2倍になれば、制動距離や遠心力は4倍に、速度が3倍になれば制動距離や遠心力は9倍になる。,○
