Q1,登坂車線のある高速自動車国道では、大型貨物自動車は必ず登坂車線を通行しなければならない。,×

Q2,この標識は学童、幼児のため「横断歩道」があることを表している。,×

Q3,前方の自転車を追い越そうとしたが、左右にふらついており危険が予測されたので、危険を避けるためやむを得ず警音器を鳴らした。,○

Q4,バスの運転手は、乗客が少なければ、乗客と世間話をしてもよい。,×

Q5,この標識は、「車線数減少」を表している。,×

Q6,路線バスの運転者は、運転中にドアが故障して閉まらなくなったが、乗客が少なかったので、乗客に注意するように言って運転を続けた。,×

Q7,路線バスの運転者は、客の乗り降りのため停止中、窓から手を出している乗客がいたので注意してやめさせた。,○

Q8,タイヤの空気圧は、ウェア・インジケーターなどで点検するのがよい。,×

Q9,事業用の自動車、自家用の大型車、及び自家用普通貨物自動車は、6ヶ月点検をし、必要な整備をしなけらばならない。,×

Q10,夜間、一般道路に駐車するときは、道路照明などにより、50メートル後方から明瞭に見える場所であっても、非常点滅灯、駐車灯又は尾灯をつけなければならない。,×

Q11,道路の曲がり角付近では、見通しが効く場合であっても、徐行しなければならない。,○

Q12,路線バスの運転者は、運行予定時間どおり運行するためには、多少の急発進や急加速をしてもやむを得ない。,×

Q13,バスの運転者は、警報装置のない踏切を車掌の誘導に従って通過するときは、乗降口のドアを開けておかなければならない。,×

Q14,タクシーを運転中、乗客から歩行者用道路を通るように求められたので、歩行者に注意しながら通行した。,×

Q15,この標識のあるところでは、横断歩道とその手前から30メートル以内の場所では、自動車や原動機付自転車を追い越すことができる。,×

Q16,歩道や路側帯のない道路に駐車や停車をするときは、道路の左側に0.75メートル以内の余地をあけておかなければならない。,×

Q17,白や黄の杖を持って歩いている人や、歩行補助者を使っていたり、その通行に支障のある高齢者が通行している場合には、あらかじめ手前で減速をして、これらの人が安全に通れるようにしなければならない。,×

Q18,高速道路を走行するときは、タイヤの空気圧はやや低めにしておくのがよい。,×

Q19,自転車横断帯に近づいたときは、自転車がいないことが明らかな場合でも徐行しなければならない。,×

Q20,追い越しをするときは、前の車との車間距離をできるだけつめて、その直近から追い越しの運転操作に入ったほうがよい。,×

Q21,同乗者が車から降りる際、ドアを不用意に開けたことによって交通事故が発生したときは、その同乗者への注意をおこたった運転者に責任が及ぶので運転者は、同乗者がドアを不用意に開けないように注意しなければならない。,○

Q22,横断歩道の直前で停止している車があるときは、その側方を通って前方に出るときは、徐行しなければならない。,×

Q23,車で交差点を右折または左折するときは、横断歩道に歩行者がいないか確認し、また、車の左側を通行している歩行者や自転車などを巻き込まないようにしなければならない。,○

Q24,観光バスを運転中、高速道路で故障して動かなくなったので、事業所に連絡した後、他の観光バスでけん引してパーキングエリアまで移動させた。,×

Q25,オートマチック車でエンジンを始動するときは、ハンドブレーキがかかっており、チェンジレバーが「P」の位置にあることを確認したうえでブレーキペダルを踏むことが大切である。,○

Q26,後続車に追い越されるときで、相手に追い越しのための十分な余地がないときは、できるだけ左側に寄り、進路をゆずるのがよい。,○

Q27,交通量の多い市街地の道路などでは、前照灯を下向きに切り替えるのがよい。,○

Q28,この標識は、7時30分から9時までの間、直進しかできいないことを表している。,○

Q29,この標識は、「横断歩道」があることを表している。,×

Q30,路線バスの運転者は、夜間、乗客がいない場合であっても、運行中は室内灯をつけておかなければならない。,○

Q31,車を車庫に入れるために歩道を横切る場合は、その直前で減速するとともに歩行者の通行を妨げないようにしなければならない。,×

Q32,タクシーを運転中、乗客から停止を求められたが、道路の曲がり角であったので、曲がり角から3メートル先に停車した。,×

Q33,この標識のある交差点で右折しようとする原動機付自転車は、右折する地点まで直進している間は右折の合図を行ってはならない。,×

Q34,この標識のある道路は、路肩が崩れやすいので注意の必要がある。,×

Q35,高速道路上は、危険なので、故障などでやむを得ず駐車する場合は、必要な危険防止措置をとった後、後続事故を避けるため車に乗って待つのがよい。,×

Q36,幼児を自動車に乗せるときは、運転者の目の届きやすい前部座席に乗せるほうがよい。,×

Q37,原動機付自転車の積載装置に積める積載物の重量は、60キログラムまでである。,×

Q38,旅客自動車の運転者は、乗務を終了した運転者から、ハンドル、ブレーキなどについて異常がないと申し継ぎを受けた場合は、点検を省略してもよい。,×

Q39,タクシーの運転中、乗客からラジオの音量をもっと上げろと言われたが、緊急自動車のサイレンなどが聞こえなくなると困るので断った。,○

Q40,自動車損害賠償責任保険証明書または責任共済証明書の有効期限が過ぎているバスやタクシーを運転した場合は、車の所有者である会社と運転者が責任をおわなければならない。,○

Q41,路線バスを運転中、停留所から盲導犬を連れた乗客が乗車しようとしたが、他の乗客の迷惑になる恐れがあるので乗車を断った。,×

Q42,自動車の運転者はシートベルトを装着し、乗車している人にも装着するよう指示しなければならない。,○

Q43,この標識は、「合流交通」を表している。,×

Q44,交通事故を起こしたとき、後続事故の恐れがある場合でも負傷者が頭部に傷を負っている時には、医者や緊急自動車が、到着するまでその負傷者を移動さてはならない。,×

Q45,"この信号機の信号に対面する車は、交差点を徐行しなければならない。
",×

Q46,この標識のある交差点で右折する小型特殊自動車は、原動機付自転車と同じように2段階右折をしなければならない。,×

Q47,この標識は、自転車および歩行者の専用道路を表している。,×

Q48,この信号機の信号に対する車は、徐行して通行することができる。,×

Q49,車の総重量が750キログラムを越える車をけん引している車でけん引する為の構造と装置のあるものは車両通行帯がもうけられた自動車専用道路(標識、表示により指定された区間に限る)では、そのもっとも左側の車両通行帯を通行しなければならない。,○

Q50,路側帯を通行している歩行者の側方を通過する時は、その歩行者との間に安全な間隔をあけるか、手前で減速して通行しなければならない。,×

Q51,車掌が乗務しない路線バスの運転者は、停留所などで発進するときには、安全の確認ができた場合を除いて警音器を鳴らさなければならない。,○

Q52,狭い坂道で行き違うときは、下りの車が加速がつくので、上りの車がゆずるのがよい。,×

Q53,この標識のある車両通行帯では、路線バスなどの他に小型特殊自動車、原動機付自転車、軽車両が通行することができる。,○

Q54,普通自動二輪車の積載装置に積める積載物の重量は、80キログラムまでである。,×

Q55,旅客自動車の運転者は、山間部などで危険な場所を通過するときは、乗客を降ろさなければならない。,○

Q56,故障車をやむを得ず一般車両でけん引するときは、丈夫なロープなどで確実につなぎ、ロープに30センチメートル平方以下の赤い布をつけなければならない。,×

Q57,この標識のある場所では、矢印のように進行してもよい。,×

