Q1,"['登坂', '車線', 'の', 'ある', '高速', '自動', '車', '国道', 'で', 'は', '、', '大型', '貨物', '自動', '車', 'は', '必ず', '登坂', '車線', 'を', '通行', 'し', 'なけれ', 'ば', 'なら', 'ない', '。']",×
Q2,"['前方', 'の', '自転', '車', 'を', '追い越そう', 'と', 'し', 'た', 'が', '、', '左右', 'に', 'ふらつい', 'て', 'おり', '危険', 'が', '予測', 'さ', 'れ', 'た', 'の', 'で', '、', '危険', 'を', '避ける', 'ため', 'やむ', 'を', '得', 'ず', '警音', '器', 'を', '鳴らし', 'た', '。']",○
Q3,"['バス', 'の', '運転', '手', 'は', '、', '乗客', 'が', '少なけれ', 'ば', '、', '乗客', 'と', '世間', '話', 'を', 'し', 'て', 'も', 'よい', '。']",×
Q4,"['路線', 'バス', 'の', '運転', '者', 'は', '、', '運転', '中', 'に', 'ドア', 'が', '故障', 'し', 'て', '閉まら', 'なく', 'なっ', 'た', 'が', '、', '乗客', 'が', '少なかっ', 'た', 'の', 'で', '、', '乗客', 'に', '注意', 'する', 'よう', 'に', '言っ', 'て', '運転', 'を', '続け', 'た', '。']",×
Q5,"['路線', 'バス', 'の', '運転', '者', 'は', '、', '客', 'の', '乗り降り', 'の', 'ため', '停止', '中', '、', '窓', 'から', '手', 'を', '出し', 'て', 'いる', '乗客', 'が', 'い', 'た', 'の', 'で', '注意', 'し', 'て', 'やめ', 'させ', 'た', '。']",○
Q6,"['タイヤ', 'の', '空気', '圧', 'は', '、', 'ウェア', '・', 'インジケーター', 'など', 'で', '点検', 'する', 'の', 'が', 'よい', '。']",×
Q7,"['事業', '用', 'の', '自動', '車', '、', '自家', '用', 'の', '大型', '車', '、', '及び', '自家', '用', '普通', '貨物', '自動', '車', 'は', '、', '6', 'ヶ月', '点検', 'を', 'し', '、', '必要', 'な', '整備', 'を', 'しな', 'けら', 'ば', 'なら', 'ない', '。']",×
Q8,"['夜間', '、', '一般', '道路', 'に', '駐車', 'する', 'とき', 'は', '、', '道路', '照明', 'など', 'に', 'より', '、', '50', 'メートル', '後方', 'から', '明瞭', 'に', '見える', '場所', 'で', 'あっ', 'て', 'も', '、', '非常', '点滅', '灯', '、', '駐車', '灯', '又', 'は', '尾灯', 'を', 'つけ', 'なけれ', 'ば', 'なら', 'ない', '。']",×
Q9,"['道路', 'の', '曲がり角', '付近', 'で', 'は', '、', '見通し', 'が', '効く', '場合', 'で', 'あっ', 'て', 'も', '、', '徐行', 'し', 'なけれ', 'ば', 'なら', 'ない', '。']",○
Q10,"['路線', 'バス', 'の', '運転', '者', 'は', '、', '運行', '予定', '時間', 'どおり', '運行', 'する', 'ため', 'に', 'は', '、', '多少', 'の', '急', '発進', 'や', '急', '加速', 'を', 'し', 'て', 'も', 'やむ', 'を', '得', 'ない', '。']",×
Q11,"['バス', 'の', '運転', '者', 'は', '、', '警報', '装置', 'の', 'ない', '踏切', 'を', '車掌', 'の', '誘導', 'に', '従っ', 'て', '通過', 'する', 'とき', 'は', '、', '乗降', '口', 'の', 'ドア', 'を', '開け', 'て', 'おか', 'なけれ', 'ば', 'なら', 'ない', '。']",×
Q12,"['タクシー', 'を', '運転', '中', '、', '乗客', 'から', '歩行', '者', '用', '道路', 'を', '通る', 'よう', 'に', '求め', 'られ', 'た', 'の', 'で', '、', '歩行', '者', 'に', '注意', 'し', 'ながら', '通行', 'し', 'た', '。']",×
Q13,"['歩道', 'や', '路側', '帯', 'の', 'ない', '道路', 'に', '駐車', 'や', '停車', 'を', 'する', 'とき', 'は', '、', '道路', 'の', '左側', 'に', '0', '.', '75', 'メートル', '以内', 'の', '余地', 'を', 'あけ', 'て', 'おか', 'なけれ', 'ば', 'なら', 'ない', '。']",×
Q14,"['白', 'や', '黄', 'の', '杖', 'を', '持っ', 'て', '歩い', 'て', 'いる', '人', 'や', '、', '歩行', '補助', '者', 'を', '使っ', 'て', 'い', 'たり', '、', 'その', '通行', 'に', '支障', 'の', 'ある', '高齢', '者', 'が', '通行', 'し', 'て', 'いる', '場合', 'に', 'は', '、', 'あらかじめ', '手前', 'で', '減速', 'を', 'し', 'て', '、', 'これ', 'ら', 'の', '人', 'が', '安全', 'に', '通れる', 'よう', 'に', 'し', 'なけれ', 'ば', 'なら', 'ない', '。']",×
Q15,"['高速', '道路', 'を', '走行', 'する', 'とき', 'は', '、', 'タイヤ', 'の', '空気', '圧', 'は', 'やや', '低め', 'に', 'し', 'て', 'おく', 'の', 'が', 'よい', '。']",×
Q16,"['自転', '車', '横断', '帯', 'に', '近づい', 'た', 'とき', 'は', '、', '自転', '車', 'が', 'い', 'ない', 'こと', 'が', '明らか', 'な', '場合', 'で', 'も', '徐行', 'し', 'なけれ', 'ば', 'なら', 'ない', '。']",×
