Q1,総排気量660cc以下の普通貨物自動車の積み荷の大きさは、長さが自動車の長さの1.1倍、幅が自動車の幅、積んだ時の高さは地上から3.8メートルを超えてはならない。,×
Q2,幅の広く交通の妨げとならない道路(駐車も停車も禁止されていない道路で指定地域を除く)では、12時間以上駐車することができる。,×
Q3,この標識は、小型特殊自動車、原動機付自転車の通行は禁止していない。,×
Q4,通行中タイヤがパンクしたときは、車が思わぬ方向に進み危険なので、ハンドルをしっかりと握り急ブレーキをかけて早く停止したほうがよい。,×
Q5,高速道路を通行するときは、高速道路で停止することのないよう、走行前に燃料、冷却水、エンジンオイルなどの量を点検しなければならない。,○
Q6,人の乗り降りのため、停止している通学通園バスの側方を通行するときには、減速して安全を確かめなければならない。,×
Q7,停留所で止まっている路面電車に近づいたときでも乗り降りする人がいないときで路面電車との間に1.5メートル以上の間隔があるときや安全地帯があるときは、徐行して通行することができる。,○
Q8,一方通行の道路で緊急自動車に進路をゆずる場合、左側に寄るとかえって進路の妨げとなるようなときは、右側に寄らなければならない。,○
Q9,この信号機の青矢印は、信号が赤色であっても矢印方向には進行してもよいことを表しているが、軽車両や二段階の右折方法による右折をする原動機付自転車は進行することはできない。,○
Q10,この補助標識は、交通規制の「始まり」を表わしている。,×
Q11,この標識があるところでは、ハンドルをとられることもあるので注意しなければならない。,○
Q12,この標識があるところで、車は転回してもよい。,○
Q13,この標識のある道路では、普通乗用自動車以外の自動車は通行できない。,×
Q14,普通乗用自動車に追いつかれた普通貨物自動車が、道路の中央寄りに寄って後車に進路をゆずった。,×
Q15,運転者が疲れているときは、危険を感じてから判断するまで時間がかかるので、空走距離が長くなる。,○
Q16,二輪車を運転中、徐行するため図のような手による合図をした。,○
Q17,停留所で止まっている路線バスが方向指示器などで発進の合図をしたときは、後方の車はその発進を妨げてはならない。,○
Q18,車を運転中、大規模な地震が発生する恐れがあるとして、警戒宣言が発せられ車を置いて避難するときは、できるだけ道路外に駐車させなければならない。,○
Q19,高速道路で加速車線から入ろうとしているときに、本線車道を通行している車が進行を妨げる恐れがあるときは、路側帯を通行しながら合流してもよい。,×
Q20,車を車庫に入れるため歩道を横切る場合には、その直前で一時停止するとともに歩行者の通行を妨げないようにしなければならない。,○
Q21,この標示のある交差点を右折するとき、この矢印に従う場合、対向車に優先して進行することができる。,×
Q22,高速自動車国道では、どんな場合でも最低速度に達しない速度で運転してはならない。,×
Q23,高速道路の本線車道では、危険防止のためであっても、一時停止することはできない。,×
Q24,この標識は、時間を限って同一車両が引き続き駐車できる道路の指定と、車両が引き続き駐車できる時間を表している。,○
Q25,この標識がある道路でも、自転車や歩行者は通行してよい。,×
Q26,道路で駐車する場合には、車の左側に、必ず0.5メートル以上の余地をとらなければならない。,×
Q27,転回する時の合図の時期は、転回しようとする時の約3秒前である。,×
Q28,踏切を通過するときは、歩行者や対向車に注意しながら、脱輪しないようにやや中央よりを通るのがよい。,○
Q29,夜間、一般道路に駐停車するときは、道路照明などにより50メートル後方から明りょうに見える場所や停止表示器材を置いて駐停車する場合を除いては、非常点滅灯、又は尾灯をつけなければならない。,○
Q30,片側が転落の恐れがある道路で安全な行き違いができないときは、山側の車が道をゆずるのがよい。,×
Q31,高速道路の本線車道では、車両通行帯の左側の白い線を目安にしてやや左よりを通行するのがよい。,○
Q32,乾燥した路面でタイヤが新しいとき、時速40キロメートルでは約20メートル、時速80キロメートルでは約80メートルの車間距離が必要である。,○
Q33,この標識は「指定方向外進行禁止」をあらわしている。,○
Q34,道路外に出るために左折しようとするときは、その直前で道路の左側に寄るようにしなければならない。,×
Q35,夜間、横断歩道に近づいたとき、前照灯の光で、横断する歩行者が見えないときは、横断する人がいないことが明らかであるから、そのままの速度で進行してよい。,×
Q36,横断歩道、自転車横断帯に近づいた時は、横断しようとする歩行者や自転車がいないことが明らかな場合の他は、その停止線の直前で停止できる速度で進行しなければならない。,○
Q37,この標識は「大型乗用自動車の通行止め」をあらわす。,○
Q38,夜間は視界が悪くなるので、視線はできるだけ車の直前に向けて少しでも早く障害物を発見できるようにするのがよい。,×
Q39,上り坂の頂上付近は、見通しが悪いので、徐行しなければならない。,○
Q40,この標識は「最低速度30キロメートル毎時」をあらわしている。,○
Q41,自動車の乗車定員は、検査証に記載されている乗車定員に運転者を加えたものをいう。,×
Q42,高速道路の路面がぬれ、タイヤが減っている車で時速80キロメートルで走行した場合、約80メートルの車間距離が必要である。,×
Q43,歩道、路側帯のない道路に駐車するときは、車に左側に余地をあけなくてもよい。,○
Q44,道幅が同じような道路の交差点では、路面電車や左方から来る車があるときは、その路面電車や車の進行を妨げてはならない。,○
Q45,この標識がある場合、前方の交差する道路が優先道路である。,×
Q46,停止する時の合図の時期は、停止しようとする時である。,○
Q47,路線バスなどは、路線バス専用通行帯がある道路でも、他の車両通行帯を通行することもできる。,×
Q48,原動機付自転車や自動二輪車のブレーキは、前後輪を同時にかけるのは危険である。,×
Q49,乾いた道路を60キロメートル毎時で通行するときは、約20メートルの車間距離をとる必要がある。,×
Q50,踏切警手のいる踏切を通過しようとするときは、安全確認をしたり、一時停止の必要はない。,×
Q51,一方通行の道路では、道路中央から右にはみ出して通行することができる。,○
Q52,運転者が危険を感じてからブレーキを踏み、ブレーキが実際に効き始めるまでに車が走る距離を制動距離という。,×
Q53,自動車の運転者は、シートベルトを着用しない者を運転席の横の座席に乗車させて運転してはならないが、タクシー、ハイヤーについては免除される。,×
